department,system,maintenance,machine_room,address,cabinet,name,model,producer,type,serial_number,power_supply,versions,manage_ip,,remarks,heap_number,grade,form
网络部,市民中心,在维,电子资源中心1楼IDC,深圳市城市数字资源中心,W07,F5020_O-Zyzx-FW-3,H3C SecPath F5020,H3C,网络,210231A2ERX16C001428/210235A1D5H16B000032,双路,"Version 7.1.064, Release 9310P12",10.210.253.243,,,2,一级,外网
网络部,市民中心,在维,电子资源中心1楼IDC,深圳市城市数字资源中心,W07,F5020_O-Zyzx-FW-3,H3C SecPath F5020,H3C,网络,210231A2ERX16C001428/210235A1D5H16B000032,双路,"Version 7.1.064, Release 9310P12",10.210.253.243,,,2,一级,外网
网络部,市民中心,在维,电子资源中心1楼IDC,深圳市城市数字资源中心,B18,O-A-zyzx-S16,Quidway S5300,华为,网络,210231A2ERX16C001428/210235A1D5H16B000032,单路,Version 5.30 (S5300 V100R002C02B181SPC001),10.210.254.16,,,1,二级,外网
网络部,市民中心,在维,屏蔽机房,深圳市城市数字资源中心,K01,P-A-zyzx-4, S5352C-EI,华为,网络,2.10E+19,单路,Version 5.70 (S5300 V100R005C01),10.210.254.233,,,1,四级,外网
网络部,市民中心,在维,屏蔽机房,深圳市城市数字资源中心,K01,P-A-zyzx-3, S5352C-EI,华为,网络,2.10E+19,单路,Version 5.70 (S5300 V100R005C01),10.210.254.235,,,2,四级,外网
网络部,市民中心,在维,屏蔽机房,深圳市城市数字资源中心,K01,P-A-zyzx-3, S5352C-EI,华为,网络,2.10E+19,单路,Version 5.70 (S5300 V100R005C01),10.210.254.235,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆11楼,O-11FD1M,S5730-68C-SI-AC,华为,网络,21980107133GK6000459/21980107133GK6000167/21980107133GK6000187,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.51,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆11楼,O-11FD1M,S5730-68C-SI-AC,华为,网络,21980107133GK6000459/21980107133GK6000167/21980107133GK6000187,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.51,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆11楼,O-11FD1M,S5730-68C-SI-AC,华为,网络,21980107133GK6000459/21980107133GK6000167/21980107133GK6000187,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.51,,,3,四级,外网
网络部,资源中心,在维,电子资源中心IDC机房,深圳市城市数字资源中心,N02,I-R-zyzx-2,S5328C-EI-24S,华为,网络,21980107133GK6000459/21980107133GK6000167/21980107133GK6000187,,Version 5.30 (S5300 V100R002C02B181SPC001),172.92.253.61 ,,华为已在处理维保信息,1,一级,办公网
网络部,市民中心,在维,电子资源中心IDC机房,深圳市城市数字资源中心,N03,I-C-zyzx-2,Quidway S9312,华为,网络,020LKTD097000284,,Version 5.50 (S9300 V100R002C00SPC200),172.92.254.2  ,（电信）原厂维保，2020-10-31,,1,一级,办公网
网络部,资源中心,在维,资源中心屏蔽机房,深圳市城市数字资源中心,K04,cloud5352,Quidway S5300,华为,网络,21023516221097000343/21023516221097000289,单路,Version 5.70 (S5300 V100R005C01),10.210.254.234,,,2,四级,外网
网络部,资源中心,在维,资源中心屏蔽机房,深圳市城市数字资源中心,K04,cloud5352,Quidway S5300,华为,网络,21023516221097000343/21023516221097000289,单路,Version 5.70 (S5300 V100R005C01),10.210.254.234,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼3#,203.175.150.7(O-2FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000185/21980107133GK6000168/21980107133GK6000194,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.7,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼3#,203.175.150.7(O-2FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000185/21980107133GK6000168/21980107133GK6000194,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.7,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼3#,203.175.150.7(O-2FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000185/21980107133GK6000168/21980107133GK6000194,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.7,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼2#,203.175.150.4(O-2FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000274/21980107133GK6000359/21980107133GK6000336,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.4,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼2#,203.175.150.4(O-2FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000274/21980107133GK6000359/21980107133GK6000336,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.4,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大2楼2#,203.175.150.4(O-2FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000274/21980107133GK6000359/21980107133GK6000336,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.4,,,3,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆4楼,203.175.150.34(O-4FD4E-B),S5730-68C-SI-AC,华为,网络,21980107133GK6000079/21980107133GK6000016,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.34,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆4楼,203.175.150.34(O-4FD4E-B),S5730-68C-SI-AC,华为,网络,21980107133GK6000079/21980107133GK6000016,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.34,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆北边,203.175.150.32(O-2FD4E-B),S5730-68C-SI-AC,华为,网络,21980107133GK6000032/21980107133GK6000300   ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.32,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆北边,203.175.150.32(O-2FD4E-B),S5730-68C-SI-AC,华为,网络,21980107133GK6000032/21980107133GK6000300   ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.32,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆南边,203.175.150.31(O-BoWuGuanNan),S5730-68C-SI-AC,华为,网络,21980107133GK6000257/21980107133GK6000210,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.31,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,博物馆南边,203.175.150.31(O-BoWuGuanNan),S5730-68C-SI-AC,华为,网络,21980107133GK6000257/21980107133GK6000210,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.31,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大1楼3#,203.175.150.19(O-1FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000578/21980107133GK6000101,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.19,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大1楼3#,203.175.150.19(O-1FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000578/21980107133GK6000101,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.19,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大5楼2#,203.175.150.16(O-5FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000082/21980107133GK6000207,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.16,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大5楼2#,203.175.150.16(O-5FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000082/21980107133GK6000207,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.16,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大3楼3#,203.175.150.13(O-3FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000298/21980107133GK6000142,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.13,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大3楼3#,203.175.150.13(O-3FD3E),S5730-68C-SI-AC,华为,网络,21980107133GK6000298/21980107133GK6000142,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.13,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大3楼2#,203.175.150.10(O-3FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000197/21980107133GK6000173,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.10,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大3楼2#,203.175.150.10(O-3FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000197/21980107133GK6000173,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.10,,,2,四级,外网
网络部,市民中心,在维,市民中心东区,深圳市市民中心,人大1楼2#,203.175.150.1(O-1FD2E),S5730-68C-SI-AC,华为,网络,21980107133GK6000039 ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.150.1,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼6#,203.175.149.6(O-1FD6M),S5730-68C-SI-AC,华为,网络,21980107133GK6000220/21980107133GK6000198/21980107133GK6000759/21980107133GK6000537,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.6,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼6#,203.175.149.6(O-1FD6M),S5730-68C-SI-AC,华为,网络,21980107133GK6000220/21980107133GK6000198/21980107133GK6000759/21980107133GK6000537,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.6,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼6#,203.175.149.6(O-1FD6M),S5730-68C-SI-AC,华为,网络,21980107133GK6000220/21980107133GK6000198/21980107133GK6000759/21980107133GK6000537,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.6,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼6#,203.175.149.6(O-1FD6M),S5730-68C-SI-AC,华为,网络,21980107133GK6000220/21980107133GK6000198/21980107133GK6000759/21980107133GK6000537,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.6,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,新闻发布厅,xinWenFaBuTing,S5730-68C-SI-AC,华为,网络,21980107133GK6000259,,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.54,,,1,,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼4,203.175.149.44(O-9FD1M-3),S5730-68C-SI-AC,华为,网络,21980107133GK6000473/21980107133GK6000183/21980107133GK6000449,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.44,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼4,203.175.149.44(O-9FD1M-3),S5730-68C-SI-AC,华为,网络,21980107133GK6000473/21980107133GK6000183/21980107133GK6000449,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.44,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼4,203.175.149.44(O-9FD1M-3),S5730-68C-SI-AC,华为,网络,21980107133GK6000473/21980107133GK6000183/21980107133GK6000449,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.44,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼,203.175.149.41(O-9FD1M),S5730-68C-SI-AC,华为,网络,21980107133GK6000115/21980107133GK6000006/21980107133GK6000004 ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.41,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼,203.175.149.41(O-9FD1M),S5730-68C-SI-AC,华为,网络,21980107133GK6000115/21980107133GK6000006/21980107133GK6000004 ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.41,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工展馆9楼,203.175.149.41(O-9FD1M),S5730-68C-SI-AC,华为,网络,21980107133GK6000115/21980107133GK6000006/21980107133GK6000004 ,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.41,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,工业展览馆10F,203.175.149.37(GongZhanGuan_10F),S5730-68C-SI-AC,华为,网络,21980107133GK6000012,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.37,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,负二楼孙子兵法,203.175.149.36(O-D2FD1S),S5730-68C-SI-AC,华为,网络,21980107133GK6000627/21980107133GK6000071,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.36,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,负二楼孙子兵法,203.175.149.36(O-D2FD1S),S5730-68C-SI-AC,华为,网络,21980107133GK6000627/21980107133GK6000071,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.36,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,中区D1M,203.175.149.35(O-C-D1M),S5730-68C-SI-AC,华为,网络,21980107133GK6000113,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.35,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,中区D2M,203.175.149.34(O-C-D2M),S5730-68C-SI-AC,华为,网络,21980107133GK6000078,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.34,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,负一楼舞台,203.175.149.31(O-1FD1S),S5730-68C-SI-AC,华为,网络,21980107133GK6000052/21980107133GK6000096,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.31,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,负一楼舞台,203.175.149.31(O-1FD1S),S5730-68C-SI-AC,华为,网络,21980107133GK6000052/21980107133GK6000096,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.31,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,大会堂西,203.175.149.30(O-M-West-MeetingRoom),S5730-68C-SI-AC,华为,网络,21980107133GK6000076,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.30,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,大会堂东,203.175.149.29(O-M-East-MeetingRoom),S5730-68C-SI-AC,华为,网络,21980107133GK6000070,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.29,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼3#,203.175.149.26(O-1FD3M),S5730-68C-SI-AC,华为,网络,21980107133GK6000419,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.26,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼1#,203.175.149.25(O-1FD1M),S5730-68C-SI-AC,华为,网络,21980107133GK6000441,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.25,,,1,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼2#,203.175.149.23(O-1FD2M),S5730-68C-SI-AC,华为,网络,21980107133GK6000120/21980107133GK6000103,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.23,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼2#,203.175.149.23(O-1FD2M),S5730-68C-SI-AC,华为,网络,21980107133GK6000120/21980107133GK6000103,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.23,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼4#,203.175.149.21(O-1FD4M),S5730-68C-SI-AC,华为,网络,21980107133GK6000485/21980107133GK6000112,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.21,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼4#,203.175.149.21(O-1FD4M),S5730-68C-SI-AC,华为,网络,21980107133GK6000485/21980107133GK6000112,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.21,,,2,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼8#,203.175.149.16(O-1FD8M),S5730-68C-SI-AC,华为,网络,21980107133GK6000123/21980107133GK6000422/21980107133GK6000119,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.16,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼8#,203.175.149.16(O-1FD8M),S5730-68C-SI-AC,华为,网络,21980107133GK6000123/21980107133GK6000422/21980107133GK6000119,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.16,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼8#,203.175.149.16(O-1FD8M),S5730-68C-SI-AC,华为,网络,21980107133GK6000123/21980107133GK6000422/21980107133GK6000119,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.16,,,3,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼7#,203.175.149.11(O-1FD7M),S5730-68C-SI-AC,华为,网络,21980107133GK6000190/21980107133GK6000144/21980107133GK6000035/21980107133GK6000023,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.11,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼7#,203.175.149.11(O-1FD7M),S5730-68C-SI-AC,华为,网络,21980107133GK6000190/21980107133GK6000144/21980107133GK6000035/21980107133GK6000023,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.11,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼7#,203.175.149.11(O-1FD7M),S5730-68C-SI-AC,华为,网络,21980107133GK6000190/21980107133GK6000144/21980107133GK6000035/21980107133GK6000023,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.11,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼7#,203.175.149.11(O-1FD7M),S5730-68C-SI-AC,华为,网络,21980107133GK6000190/21980107133GK6000144/21980107133GK6000035/21980107133GK6000023,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.11,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼5#,203.175.149.1(O-1FD5M),S5730-68C-SI-AC,华为,网络,21980107133GK6000432/21980107133GK6000080/21980107133GK6000275/21980107133GK6000281,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.1,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼5#,203.175.149.1(O-1FD5M),S5730-68C-SI-AC,华为,网络,21980107133GK6000432/21980107133GK6000080/21980107133GK6000275/21980107133GK6000281,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.1,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼5#,203.175.149.1(O-1FD5M),S5730-68C-SI-AC,华为,网络,21980107133GK6000432/21980107133GK6000080/21980107133GK6000275/21980107133GK6000281,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.1,,,4,四级,外网
网络部,市民中心,在维,市民中心中区,深圳市市民中心,1楼5#,203.175.149.1(O-1FD5M),S5730-68C-SI-AC,华为,网络,21980107133GK6000432/21980107133GK6000080/21980107133GK6000275/21980107133GK6000281,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.149.1,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼B#,203.175.148.96(O-4FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000008/21980107133GK6000196/21980107133GK6000010,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.96,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼B#,203.175.148.96(O-4FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000008/21980107133GK6000196/21980107133GK6000010,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.96,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼B#,203.175.148.96(O-4FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000008/21980107133GK6000196/21980107133GK6000010,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.96,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼A#,203.175.148.91(O-4FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000231/21980107133GK6000064/21980107133GK6000099,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.91,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼A#,203.175.148.91(O-4FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000231/21980107133GK6000064/21980107133GK6000099,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.91,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,4楼A#,203.175.148.91(O-4FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000231/21980107133GK6000064/21980107133GK6000099,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.91,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼F#,203.175.148.86(O-3FD6W),S5730-68C-SI-AC,华为,网络,21980107133GK6000011/21980107133GK6000077/21980107133GK6000018,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.86,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼F#,203.175.148.86(O-3FD6W),S5730-68C-SI-AC,华为,网络,21980107133GK6000011/21980107133GK6000077/21980107133GK6000018,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.86,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼F#,203.175.148.86(O-3FD6W),S5730-68C-SI-AC,华为,网络,21980107133GK6000011/21980107133GK6000077/21980107133GK6000018,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.86,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼E#,203.175.148.81(O-3FD5W),S5730-68C-SI-AC,华为,网络,21980107133GK6000057/21980107133GK6000256/21980107133GK6000227,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.81,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼E#,203.175.148.81(O-3FD5W),S5730-68C-SI-AC,华为,网络,21980107133GK6000057/21980107133GK6000256/21980107133GK6000227,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.81,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼E#,203.175.148.81(O-3FD5W),S5730-68C-SI-AC,华为,网络,21980107133GK6000057/21980107133GK6000256/21980107133GK6000227,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.81,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼D#,203.175.148.76(O-3FD4W),S5730-68C-SI-AC,华为,网络,21980107133GK6000179/21980107133GK6000128/21980107133GK6000750,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.76,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼D#,203.175.148.76(O-3FD4W),S5730-68C-SI-AC,华为,网络,21980107133GK6000179/21980107133GK6000128/21980107133GK6000750,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.76,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼D#,203.175.148.76(O-3FD4W),S5730-68C-SI-AC,华为,网络,21980107133GK6000179/21980107133GK6000128/21980107133GK6000750,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.76,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼C#,203.175.148.71(O-3FD3W),S5730-68C-SI-AC,华为,网络,21980107133GK6000073/21980107133GK6000236/21980107133GK6000124/21980107133GK6000135,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.71,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼C#,203.175.148.71(O-3FD3W),S5730-68C-SI-AC,华为,网络,21980107133GK6000073/21980107133GK6000236/21980107133GK6000124/21980107133GK6000135,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.71,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼C#,203.175.148.71(O-3FD3W),S5730-68C-SI-AC,华为,网络,21980107133GK6000073/21980107133GK6000236/21980107133GK6000124/21980107133GK6000135,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.71,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼C#,203.175.148.71(O-3FD3W),S5730-68C-SI-AC,华为,网络,21980107133GK6000073/21980107133GK6000236/21980107133GK6000124/21980107133GK6000135,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.71,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼B#,203.175.148.66(O-3FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000030/21980107133GK6000034/21980107133GK6000029/21980107133GK6000232,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.66,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼B#,203.175.148.66(O-3FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000030/21980107133GK6000034/21980107133GK6000029/21980107133GK6000232,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.66,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼B#,203.175.148.66(O-3FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000030/21980107133GK6000034/21980107133GK6000029/21980107133GK6000232,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.66,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼B#,203.175.148.66(O-3FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000030/21980107133GK6000034/21980107133GK6000029/21980107133GK6000232,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.66,,,4,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼A#,203.175.148.61(O-3FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000003/21980107133GK6000098/21980107133GK6000130,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.61,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼A#,203.175.148.61(O-3FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000003/21980107133GK6000098/21980107133GK6000130,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.61,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,3楼A#,203.175.148.61(O-3FD1W),S5730-68C-SI-AC,华为,网络,21980107133GK6000003/21980107133GK6000098/21980107133GK6000130,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.61,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,1楼B#,203.175.148.6(O-1FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000224/21980107133GK6000172/21980107133GK6000056,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.6,,,3,四级,外网
网络部,市民中心,在维,市民中心西区,深圳市市民中心,1楼B#,203.175.148.6(O-1FD2W),S5730-68C-SI-AC,华为,网络,21980107133GK6000224/21980107133GK6000172/21980107133GK6000056,单路,Version 5.170 (S5730 V200R011C10SPC600),203.175.148.6,,,3,四级,外网
