department,system,maintenance,machine_room,address,cabinet,name,model,producer,type,serial_number,power_supply,versions,manage_ip,,remarks,heap_number,grade,form
大数据部,灾备中心6F,,6FM2,深圳市信息网络中心,6FM2,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001063,,,,,,,,
大数据部,灾备中心6F,,6FM2,深圳市信息网络中心,6FM2,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001061,,,,,,,,
大数据部,灾备中心6F,,6FM2,深圳市信息网络中心,6FM2,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001077,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,S5720-56PC-EI,S5720-56PC-EI,,服务器,2102310JFA6TGA909625,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,S5720-56PC-EI,S5720-56PC-EI,,服务器,2102310JFA6TGA909572,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001072,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001075,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001073,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001074,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001076,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001059,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001060,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001068,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001069,,,,,,,,
大数据部,灾备中心6F,,6FM5,深圳市信息网络中心,6FM5,RH2288H V3,RH2288H V3,,服务器,2102310YJW10GB001062,,,,,,,,
大数据部,灾备中心6F,,6FL4,深圳市信息网络中心,6FL4,RH2288H V3,RH2288H V3,,服务器,2102310YJA10GB002444,,,,,,,,
大数据部,灾备中心6F,,6FL4,深圳市信息网络中心,6FL4,RH2288H V3,RH2288H V3,,服务器,2102310YJA10GB002446,,,,,,,,
大数据部,灾备中心6F,,6FL4,深圳市信息网络中心,6FL4,RH2288H V3,RH2288H V3,,服务器,2102310YJA10GB002445,,,,,,,,
大数据部,灾备中心6F,,6FL4,深圳市信息网络中心,6FL4,RH2288H V3,RH2288H V3,,服务器,2102310YJA10GB002443,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,DAS-USM500,DAS-USM500,,服务器,05G122R60S,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,M2-S5100,M2-S5100,,网络,XP1000200170002,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,M2-S5100,M2-S5100,,网络,XP1000200170003,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,DAS-LOG-500,DAS-LOG-500,,服务器,1609X07013,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,DAS-LOG-500,DAS-LOG-500,,服务器,1609X07012,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,Quidway S7706,Quidway S7706,,网络,21021133056TGB900034,,,,,,,,
大数据部,灾备中心6F,,6FL3,深圳市信息网络中心,6FL3,Quidway S7706,Quidway S7706,,网络,21021133056TGB900050,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004968,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004966,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,无,无,,服务器,无,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,无,无,,服务器,无,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162008243,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162008748,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162002545,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162005745,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,请求服务器,请求服务器,,服务器,无,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,iGap-5000,iGap-5000,,网络,QDHT25SS080C-170403,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,iGap-5000,iGap-5000,,网络,QDHT25SS080C-170404,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,请求服务器,请求服务器,,服务器,无,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,iGap-5000,iGap-5000,,网络,QDHT25SS080C-170401,,,,,,,,
大数据部,灾备中心6F,,6FL2,深圳市信息网络中心,6FL2,iGap-5000,iGap-5000,,网络,QDHT25SS080C-170402,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004964,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004958,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,无,无,,服务器,DTIPC17005043,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,无,无,,服务器,DTIPC17005042,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004956,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,S5700-52P-LI-AC,S5700-52P-LI-AC,,服务器,21023531748YG9004960,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,APM-5200,APM-5200,,服务器,5082001900,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,VPN-4050,VPN-4050,,服务器,5071007068,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162008445,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162008344,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162008142,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162007141,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162009951,,,,,,,,
大数据部,灾备中心6F,,6FL1,深圳市信息网络中心,6FL1,DAS-NGFW5000-NG,DAS-NGFW5000-NG,,服务器,2406930162007747,,,,,,,,
